name,brand,price,notes,scent_profile,longevity,sillage,gender_preference,occasion
Tom Ford Leather 4,Prada,62.57,citrus,high-end,12+ hours,light,unisex,formal
Montblanc Amber 16,Burberry,153.46,"oriental, floral",high-end,12+ hours,moderate,female,evening
Creed Woody 2,Dolce & Gabbana,246.59,"citrus, woody",basic,12+ hours,moderate,female,daytime
Jo Malone Fresh 27,Givenchy,75.26,"spicy, fresh",basic,4 hours,moderate,female,special
Chanel Aquatic 36,Prada,90.57,"aquatic, oriental",basic,12+ hours,strong,unisex,formal
Givenchy Gourmand 21,Gucci,81.43,floral,high-end,8 hours,light,male,special
Bvlgari Amber 24,Calvin Klein,148.12,"spicy, citrus",high-end,4 hours,moderate,male,special
Gucci Oriental 16,Lancôme,196.57,"citrus, spicy",high-end,8 hours,light,male,casual
Hugo Boss Floral 40,Cartier,152.74,"woody, fresh",basic,10 hours,strong,unisex,casual
Yves Saint Laurent Fruity 11,Givenchy,217.64,amber,niche,4 hours,light,unisex,casual
Dior Fruity 5,Cartier,232.87,fresh,basic,4 hours,moderate,male,casual
Givenchy Fruity 18,Givenchy,85.21,"leather, oriental, woody",luxury,6 hours,strong,male,daytime
Armani Oriental 43,Gucci,104.69,"leather, aquatic, amber",niche,6 hours,light,female,evening
Calvin Klein Fresh 34,Creed,151.27,"woody, gourmand",luxury,4 hours,moderate,female,evening
Prada Floral 20,Montblanc,248.13,leather,luxury,8 hours,light,female,special
Calvin Klein Oriental 49,Tom Ford,292.28,leather,niche,6 hours,light,male,evening
Creed Oriental 49,Burberry,148.7,"leather, citrus, aquatic",high-end,6 hours,moderate,female,daytime
Hermes Woody 6,Armani,282.58,aquatic,luxury,6 hours,moderate,male,special
Bvlgari Citrus 26,Calvin Klein,50.91,"citrus, gourmand",basic,6 hours,strong,male,special
Bvlgari Fruity 42,Prada,202.38,floral,niche,8 hours,strong,female,formal
Gucci Fresh 41,Hermes,113.3,"spicy, floral",niche,6 hours,strong,unisex,special
Creed Leather 39,Armani,286.96,"oriental, floral, leather",niche,8 hours,moderate,unisex,special
Jo Malone Aquatic 15,Cartier,250.1,oriental,niche,12+ hours,light,male,special
Hugo Boss Fruity 44,Gucci,65.33,"gourmand, spicy",high-end,4 hours,light,female,casual
Lancôme Spicy 43,Calvin Klein,293.67,fresh,niche,8 hours,light,female,evening
Dolce & Gabbana Woody 45,Chanel,77.59,"fresh, spicy, fruity",basic,12+ hours,strong,unisex,evening
Dior Gourmand 46,Gucci,207.67,"floral, gourmand, citrus",niche,4 hours,light,unisex,evening
Tom Ford Spicy 33,Gucci,152.41,floral,basic,8 hours,moderate,unisex,casual
Armani Citrus 8,Montblanc,172.77,"floral, leather",basic,6 hours,light,female,casual
Gucci Oriental 38,Versace,289.69,woody,luxury,8 hours,strong,female,casual
Burberry Amber 39,Lancôme,74.72,"oriental, citrus",niche,10 hours,light,unisex,daytime
Calvin Klein Amber 46,Montblanc,178.6,"fruity, leather, floral",niche,4 hours,light,male,special
Prada Oriental 1,Creed,171.5,"citrus, fruity",luxury,8 hours,moderate,unisex,casual
Bvlgari Amber 17,Cartier,253.94,"woody, spicy",high-end,6 hours,light,male,special
Montblanc Aquatic 21,Tom Ford,263.35,fruity,high-end,10 hours,strong,unisex,daytime
Montblanc Fruity 41,Hugo Boss,161.9,"leather, woody",high-end,4 hours,strong,female,formal
Chanel Leather 44,Tom Ford,299.29,"fruity, spicy",basic,12+ hours,moderate,unisex,daytime
Gucci Spicy 41,Jo Malone,297.15,"leather, gourmand, citrus",luxury,10 hours,moderate,female,special
Creed Citrus 46,Hugo Boss,129.94,woody,niche,12+ hours,moderate,male,daytime
Creed Floral 46,Tom Ford,224.25,fruity,niche,12+ hours,strong,unisex,casual
Calvin Klein Amber 40,Yves Saint Laurent,298.9,"gourmand, fruity",niche,10 hours,strong,unisex,evening
Dior Amber 29,Creed,154.47,aquatic,luxury,6 hours,strong,male,formal
Prada Aquatic 49,Bvlgari,179.9,"spicy, citrus",high-end,8 hours,strong,male,casual
Gucci Citrus 3,Jo Malone,95.8,"spicy, oriental",basic,8 hours,strong,male,formal
Jo Malone Citrus 46,Bvlgari,97.94,"floral, spicy",high-end,4 hours,strong,female,formal
Versace Fruity 38,Dolce & Gabbana,127.38,"floral, amber",niche,8 hours,strong,unisex,casual
Jo Malone Leather 49,Creed,241.78,"gourmand, fruity",basic,6 hours,strong,female,daytime
Jo Malone Oriental 30,Versace,117.77,aquatic,basic,6 hours,light,female,casual
Dior Gourmand 50,Calvin Klein,56.91,floral,high-end,10 hours,light,unisex,casual
Dolce & Gabbana Aquatic 33,Hermes,113.44,"spicy, aquatic",high-end,8 hours,light,unisex,formal
Lancôme Fresh 23,Dolce & Gabbana,194.29,woody,basic,12+ hours,strong,male,casual
Calvin Klein Fresh 24,Burberry,77.73,"leather, gourmand",niche,12+ hours,light,unisex,daytime
Lancôme Floral 42,Hermes,186.38,"oriental, woody, floral",high-end,8 hours,light,unisex,formal
Bvlgari Amber 32,Creed,201.33,"citrus, leather",high-end,8 hours,strong,unisex,formal
Dior Citrus 7,Givenchy,159.6,floral,niche,6 hours,strong,female,casual
Montblanc Floral 19,Armani,282.26,"gourmand, oriental",basic,10 hours,strong,male,daytime
Creed Aquatic 20,Bvlgari,146.09,"floral, fruity",luxury,12+ hours,light,male,special
Creed Fruity 28,Hugo Boss,215.78,"leather, amber, citrus",basic,6 hours,strong,male,daytime
Dior Woody 6,Chanel,265.84,"woody, leather, spicy",basic,6 hours,strong,female,formal
Prada Gourmand 23,Creed,117.72,"amber, fresh, woody",niche,10 hours,moderate,male,daytime
Versace Oriental 40,Givenchy,235.14,"amber, woody, floral",luxury,6 hours,light,unisex,daytime
Dior Floral 3,Montblanc,271.89,"gourmand, oriental, fresh",high-end,12+ hours,moderate,unisex,daytime
Chanel Fresh 47,Dior,197.35,"amber, woody",niche,12+ hours,moderate,male,daytime
Gucci Citrus 38,Lancôme,72.94,"leather, citrus, floral",niche,6 hours,strong,male,special
Lancôme Oriental 47,Dolce & Gabbana,225.89,gourmand,basic,12+ hours,moderate,male,evening
Hugo Boss Fresh 22,Tom Ford,63.19,woody,luxury,6 hours,strong,unisex,evening
Versace Amber 17,Burberry,97.68,oriental,basic,8 hours,light,female,formal
Givenchy Floral 22,Gucci,193.04,aquatic,luxury,10 hours,strong,female,evening
Bvlgari Leather 48,Versace,96.17,amber,basic,6 hours,light,male,evening
Tom Ford Floral 48,Cartier,291.79,woody,high-end,10 hours,light,female,casual
Chanel Spicy 5,Bvlgari,266.04,spicy,high-end,8 hours,strong,male,special
Versace Leather 44,Hermes,222.44,"fruity, gourmand, fresh",luxury,8 hours,light,female,evening
Gucci Gourmand 30,Tom Ford,201.33,spicy,niche,4 hours,strong,female,evening
Burberry Spicy 40,Dolce & Gabbana,138.98,gourmand,niche,8 hours,strong,male,formal
Montblanc Citrus 40,Prada,128.65,floral,high-end,8 hours,strong,male,evening
Tom Ford Fruity 4,Tom Ford,235.92,"woody, fresh, citrus",luxury,4 hours,light,male,casual
Versace Floral 32,Hugo Boss,257.23,spicy,luxury,8 hours,light,unisex,daytime
Prada Aquatic 26,Calvin Klein,119.64,"woody, fruity",luxury,12+ hours,light,male,casual
Creed Oriental 37,Burberry,299.54,"fresh, woody, fruity",basic,12+ hours,light,unisex,daytime
Versace Amber 35,Chanel,194.15,"amber, leather",basic,6 hours,strong,female,evening
Jo Malone Floral 29,Dolce & Gabbana,80.95,"woody, spicy",luxury,4 hours,moderate,unisex,daytime
Chanel Aquatic 20,Dolce & Gabbana,265.97,spicy,basic,10 hours,strong,male,casual
Dior Fresh 26,Calvin Klein,63.07,"fresh, oriental, gourmand",basic,8 hours,light,unisex,daytime
Hugo Boss Amber 10,Hugo Boss,187.94,"gourmand, leather",luxury,10 hours,light,female,special
Burberry Leather 15,Armani,54.92,"fresh, spicy",high-end,6 hours,moderate,unisex,evening
Dior Leather 46,Yves Saint Laurent,267.92,"woody, fruity",niche,6 hours,light,unisex,special
Cartier Fruity 8,Dior,142.92,floral,basic,12+ hours,light,unisex,special
Givenchy Floral 31,Montblanc,297.23,"amber, fresh",high-end,4 hours,strong,female,evening
Hermes Amber 11,Montblanc,212.09,"fresh, aquatic",luxury,4 hours,moderate,male,special
Versace Aquatic 21,Montblanc,81.11,"fresh, leather, amber",high-end,6 hours,light,female,evening
Givenchy Citrus 41,Tom Ford,101.74,"fruity, fresh",niche,4 hours,moderate,female,special
Jo Malone Spicy 43,Jo Malone,57.65,"fruity, leather, aquatic",niche,10 hours,moderate,unisex,casual
Gucci Woody 49,Versace,137.29,"oriental, spicy",niche,8 hours,light,female,special
Gucci Woody 37,Prada,103.99,"gourmand, leather",luxury,6 hours,strong,unisex,special
Calvin Klein Woody 33,Hermes,115.01,"citrus, amber",niche,10 hours,strong,female,casual
Creed Woody 13,Givenchy,254.88,spicy,niche,6 hours,moderate,female,casual
Yves Saint Laurent Woody 34,Prada,255.32,"fresh, gourmand, aquatic",luxury,12+ hours,moderate,unisex,daytime
Givenchy Gourmand 39,Calvin Klein,58.24,citrus,high-end,12+ hours,strong,unisex,evening
Gucci Fresh 16,Lancôme,169.67,"oriental, fresh",high-end,12+ hours,strong,female,formal
Chanel Fresh 30,Versace,270.88,"spicy, fruity, citrus",basic,8 hours,strong,unisex,daytime
Hermes Spicy 50,Calvin Klein,148.78,"fruity, leather",basic,8 hours,light,unisex,daytime
Montblanc Spicy 1,Prada,51.02,"spicy, aquatic, floral",niche,10 hours,moderate,male,evening
Creed Fruity 8,Givenchy,234.53,fruity,niche,8 hours,light,male,special
Bvlgari Gourmand 34,Hugo Boss,251.79,"fresh, spicy",basic,12+ hours,strong,female,daytime
Cartier Woody 26,Dolce & Gabbana,53.59,"floral, fresh, oriental",niche,6 hours,strong,female,special
Montblanc Aquatic 7,Hermes,161.08,"leather, floral, citrus",luxury,6 hours,strong,unisex,casual
Lancôme Woody 37,Bvlgari,137.03,leather,basic,4 hours,strong,male,daytime
Chanel Aquatic 16,Givenchy,257.6,"fruity, woody",niche,4 hours,light,female,casual
Lancôme Fruity 13,Prada,68.7,floral,luxury,6 hours,light,female,casual
Prada Aquatic 4,Jo Malone,118.54,"aquatic, fresh, floral",luxury,12+ hours,strong,unisex,daytime
Prada Aquatic 48,Cartier,294.04,aquatic,high-end,10 hours,moderate,male,evening
Dior Fruity 20,Montblanc,92.48,fruity,luxury,12+ hours,strong,male,special
Creed Floral 41,Dolce & Gabbana,299.16,spicy,luxury,4 hours,strong,male,formal
Lancôme Citrus 20,Dior,241.12,"fresh, gourmand",luxury,10 hours,moderate,unisex,formal
Chanel Leather 26,Tom Ford,101.48,"fresh, leather, citrus",basic,10 hours,strong,unisex,evening
Dior Fresh 29,Montblanc,242.57,"fruity, citrus, aquatic",luxury,12+ hours,moderate,unisex,special
Creed Leather 3,Calvin Klein,148.83,"woody, aquatic",basic,6 hours,moderate,unisex,daytime
Hugo Boss Fruity 8,Tom Ford,255.85,"leather, amber",basic,10 hours,light,male,casual
Calvin Klein Gourmand 11,Lancôme,262.15,"floral, gourmand, spicy",niche,8 hours,light,unisex,special
Calvin Klein Aquatic 43,Tom Ford,195.43,oriental,high-end,12+ hours,moderate,female,casual
Hugo Boss Amber 42,Gucci,253.49,"spicy, oriental",high-end,6 hours,moderate,male,daytime
Gucci Citrus 43,Tom Ford,273.93,"leather, woody, oriental",basic,4 hours,strong,unisex,daytime
Yves Saint Laurent Gourmand 38,Montblanc,247.32,woody,niche,10 hours,moderate,female,special
