name,brand,price,longevity,sillage,gender_preference,occasion
Gucci Bloom,Burberry,279.01,12 hours,Strong,Male,Luxury
Byredo Gypsy Water,Creed,58.89,7 hours,Moderate,Male,Party
Byredo Gypsy Water,Burberry,165.63,9 hours,Moderate,Unisex,Summer
Montblanc Legend,Marc Jacobs,222.45,12 hours,Moderate,Male,Formal
Dolce & Gabbana Light Blue,Calvin Klein,122.44,8 hours,Strong,Female,Romantic
Armani Acqua di Gio,Burberry,56.22,9 hours,Moderate,Unisex,Formal
Tom Ford Noir,Hugo Boss,322.79,7 hours,Soft,Unisex,Special Occasion
Tom Ford Noir,Armani,62.48,6 hours,Soft,Unisex,Luxury
Lancome La Vie Est Belle,Calvin Klein,169.65,12 hours,Moderate,Female,Daily
Dior Sauvage,Gucci,124.56,6 hours,Strong,Female,Party
Paco Rabanne 1 Million,Maison Francis Kurkdjian,363.06,7 hours,Soft,Male,Daily
Creed Aventus,Prada,299.55,9 hours,Moderate,Unisex,Formal
Burberry Brit,Jo Malone,255.63,12 hours,Strong,Male,Casual
Burberry Brit,Calvin Klein,220.15,6 hours,Strong,Male,Special Occasion
Gucci Bloom,Versace,206.39,8 hours,Moderate,Unisex,Work
YSL Libre,Burberry,233.35,10 hours,Moderate,Female,Party
Dior Sauvage,Dior,396.16,9 hours,Soft,Male,Work
Paco Rabanne 1 Million,Chanel,396.68,7 hours,Moderate,Female,Summer
Montblanc Legend,Burberry,320.13,10 hours,Strong,Unisex,Formal
Chanel No. 5,Montblanc,83.08,12 hours,Moderate,Unisex,Evening
Tom Ford Noir,Tom Ford,96.83,10 hours,Strong,Unisex,Work
Prada Luna Rossa,Montblanc,270.36,12 hours,Moderate,Male,Special Occasion
Prada Luna Rossa,Armani,158.32,7 hours,Strong,Female,Formal
Hugo Boss Bottled,Versace,223.58,7 hours,Soft,Female,Evening
Calvin Klein Eternity,Tom Ford,191.28,6 hours,Strong,Male,Formal
Prada Luna Rossa,Hugo Boss,340.79,10 hours,Strong,Male,Work
Jo Malone Peony & Blush Suede,Gucci,233.48,10 hours,Moderate,Unisex,Work
Dolce & Gabbana Light Blue,Burberry,59.86,10 hours,Soft,Unisex,Daily
Marc Jacobs Daisy,Byredo,329.95,6 hours,Soft,Unisex,Evening
Marc Jacobs Daisy,Armani,144.04,12 hours,Strong,Unisex,Daily
Hugo Boss Bottled,Hugo Boss,219.3,9 hours,Soft,Unisex,Work
Marc Jacobs Daisy,Burberry,372.61,8 hours,Soft,Unisex,Casual
Prada Luna Rossa,Jo Malone,273.15,10 hours,Moderate,Male,Casual
Prada Luna Rossa,Lancome,246.8,8 hours,Soft,Unisex,Formal
Calvin Klein Eternity,Maison Francis Kurkdjian,140.79,6 hours,Soft,Unisex,Work
Burberry Brit,Gucci,351.91,10 hours,Soft,Female,Luxury
Prada Luna Rossa,Burberry,197.76,8 hours,Moderate,Male,Evening
Hugo Boss Bottled,Tom Ford,103.95,12 hours,Soft,Unisex,Luxury
Armani Acqua di Gio,Hugo Boss,159.66,8 hours,Strong,Female,Work
Calvin Klein Eternity,Paco Rabanne,391.31,12 hours,Strong,Male,Party
Calvin Klein Eternity,Calvin Klein,167.37,12 hours,Strong,Unisex,Party
Calvin Klein Eternity,Marc Jacobs,396.56,12 hours,Soft,Male,Summer
Hugo Boss Bottled,Maison Francis Kurkdjian,349.78,10 hours,Moderate,Male,Work
Byredo Gypsy Water,Hugo Boss,300.73,10 hours,Strong,Female,Luxury
Maison Francis Kurkdjian Baccarat Rouge 540,Prada,149.56,8 hours,Moderate,Unisex,Formal
Gucci Bloom,Gucci,299.98,6 hours,Soft,Male,Evening
Byredo Gypsy Water,Montblanc,86.45,6 hours,Strong,Female,Formal
Montblanc Legend,Versace,291.08,7 hours,Strong,Unisex,Luxury
Creed Aventus,Jo Malone,233.72,8 hours,Soft,Male,Daily
Maison Francis Kurkdjian Baccarat Rouge 540,Maison Francis Kurkdjian,219.75,12 hours,Moderate,Female,Summer
Armani Acqua di Gio,Paco Rabanne,281.01,8 hours,Strong,Unisex,Evening
YSL Libre,Byredo,244.57,12 hours,Strong,Unisex,Casual
Jo Malone Peony & Blush Suede,Calvin Klein,324.08,7 hours,Moderate,Unisex,Summer
Armani Acqua di Gio,Jo Malone,252.81,7 hours,Soft,Female,Special Occasion
Dolce & Gabbana Light Blue,Montblanc,354.89,8 hours,Moderate,Female,Luxury
Tom Ford Noir,Paco Rabanne,174.8,9 hours,Strong,Unisex,Formal
Chanel No. 5,Gucci,164.52,7 hours,Soft,Male,Work
Jo Malone Peony & Blush Suede,Byredo,53.3,10 hours,Moderate,Male,Luxury
YSL Libre,Yves Saint Laurent,293.99,8 hours,Moderate,Male,Casual
Paco Rabanne 1 Million,Yves Saint Laurent,300.47,6 hours,Soft,Female,Summer
Chanel No. 5,Byredo,218.2,10 hours,Soft,Female,Formal
Dolce & Gabbana Light Blue,Prada,320.91,8 hours,Strong,Female,Evening
Creed Aventus,Montblanc,155.0,7 hours,Strong,Unisex,Summer
Burberry Brit,Jo Malone,190.5,7 hours,Soft,Female,Daily
Creed Aventus,Lancome,245.28,6 hours,Moderate,Male,Casual
Jo Malone Peony & Blush Suede,Burberry,271.84,8 hours,Soft,Female,Daily
Paco Rabanne 1 Million,Dior,295.01,9 hours,Moderate,Male,Work
Paco Rabanne 1 Million,Paco Rabanne,390.54,8 hours,Soft,Female,Summer
Marc Jacobs Daisy,Hugo Boss,395.57,6 hours,Strong,Unisex,Work
Dior Sauvage,Montblanc,324.31,12 hours,Soft,Unisex,Work
Dolce & Gabbana Light Blue,Maison Francis Kurkdjian,318.97,12 hours,Strong,Male,Work
Dolce & Gabbana Light Blue,Jo Malone,174.39,7 hours,Strong,Unisex,Summer
Calvin Klein Eternity,Lancome,213.84,10 hours,Soft,Unisex,Evening
Dolce & Gabbana Light Blue,Armani,300.27,10 hours,Soft,Unisex,Daily
Calvin Klein Eternity,Paco Rabanne,387.51,10 hours,Moderate,Male,Work
Chanel No. 5,Chanel,361.02,7 hours,Strong,Male,Party
Montblanc Legend,Jo Malone,93.51,7 hours,Moderate,Female,Romantic
Dolce & Gabbana Light Blue,Lancome,298.02,8 hours,Soft,Unisex,Special Occasion
Versace Eros,Prada,285.32,8 hours,Soft,Unisex,Luxury
Jo Malone Peony & Blush Suede,Yves Saint Laurent,394.35,7 hours,Strong,Female,Formal
Jo Malone Peony & Blush Suede,Marc Jacobs,94.19,10 hours,Moderate,Unisex,Romantic
Byredo Gypsy Water,Creed,290.76,8 hours,Strong,Male,Party
Dolce & Gabbana Light Blue,Armani,61.73,9 hours,Soft,Female,Luxury
Byredo Gypsy Water,Gucci,318.22,10 hours,Strong,Unisex,Summer
Versace Eros,Maison Francis Kurkdjian,304.16,7 hours,Strong,Female,Special Occasion
Chanel No. 5,Tom Ford,369.38,7 hours,Soft,Female,Formal
Burberry Brit,Yves Saint Laurent,265.83,6 hours,Strong,Female,Party
Paco Rabanne 1 Million,Yves Saint Laurent,144.6,6 hours,Moderate,Unisex,Special Occasion
Calvin Klein Eternity,Chanel,228.35,12 hours,Moderate,Female,Work
Prada Luna Rossa,Jo Malone,144.02,8 hours,Strong,Female,Summer
Burberry Brit,Dior,271.32,10 hours,Moderate,Unisex,Formal
Byredo Gypsy Water,Dolce & Gabbana,389.59,6 hours,Soft,Unisex,Evening
Hugo Boss Bottled,Dolce & Gabbana,75.78,9 hours,Soft,Unisex,Luxury
YSL Libre,Gucci,353.71,10 hours,Moderate,Unisex,Special Occasion
Versace Eros,Armani,351.32,9 hours,Soft,Unisex,Work
Paco Rabanne 1 Million,Maison Francis Kurkdjian,246.1,6 hours,Strong,Female,Evening
Lancome La Vie Est Belle,Armani,86.55,8 hours,Strong,Unisex,Casual
Hugo Boss Bottled,Marc Jacobs,237.82,12 hours,Strong,Male,Romantic
Creed Aventus,Armani,193.09,10 hours,Strong,Unisex,Romantic
Armani Acqua di Gio,Calvin Klein,210.41,9 hours,Soft,Unisex,Luxury
Paco Rabanne 1 Million,Jo Malone,119.55,8 hours,Moderate,Female,Formal
Maison Francis Kurkdjian Baccarat Rouge 540,Hugo Boss,238.28,12 hours,Strong,Female,Evening
Dolce & Gabbana Light Blue,Dolce & Gabbana,320.13,6 hours,Soft,Unisex,Romantic
YSL Libre,Hugo Boss,198.98,8 hours,Strong,Unisex,Casual
Marc Jacobs Daisy,Dolce & Gabbana,72.08,8 hours,Soft,Male,Luxury
Armani Acqua di Gio,Paco Rabanne,193.22,8 hours,Moderate,Female,Work
Creed Aventus,Dolce & Gabbana,155.83,8 hours,Moderate,Unisex,Party
Dior Sauvage,Yves Saint Laurent,312.84,7 hours,Strong,Female,Casual
Calvin Klein Eternity,Armani,52.34,12 hours,Soft,Unisex,Work
Paco Rabanne 1 Million,Burberry,355.7,12 hours,Strong,Unisex,Formal
Lancome La Vie Est Belle,Montblanc,135.1,9 hours,Soft,Female,Party
Calvin Klein Eternity,Jo Malone,373.89,10 hours,Moderate,Unisex,Romantic
Paco Rabanne 1 Million,Marc Jacobs,59.12,7 hours,Moderate,Unisex,Formal
Armani Acqua di Gio,Armani,101.55,8 hours,Strong,Female,Special Occasion
Marc Jacobs Daisy,Burberry,70.36,9 hours,Moderate,Unisex,Luxury
YSL Libre,Chanel,60.53,12 hours,Soft,Unisex,Casual
Versace Eros,Chanel,154.17,10 hours,Strong,Female,Summer
Paco Rabanne 1 Million,Prada,205.96,12 hours,Strong,Male,Luxury
Hugo Boss Bottled,Lancome,167.74,9 hours,Strong,Male,Evening
Hugo Boss Bottled,Versace,211.76,6 hours,Moderate,Female,Summer
Dior Sauvage,Lancome,357.93,8 hours,Soft,Female,Summer
Hugo Boss Bottled,Lancome,360.6,9 hours,Soft,Female,Romantic
Prada Luna Rossa,Dior,387.17,8 hours,Strong,Female,Special Occasion
Maison Francis Kurkdjian Baccarat Rouge 540,Yves Saint Laurent,279.25,6 hours,Strong,Female,Formal
Jo Malone Peony & Blush Suede,Prada,148.58,12 hours,Strong,Male,Special Occasion
Burberry Brit,Byredo,377.51,9 hours,Strong,Unisex,Casual
Paco Rabanne 1 Million,Creed,239.73,8 hours,Strong,Female,Casual
Armani Acqua di Gio,Calvin Klein,185.23,10 hours,Strong,Unisex,Romantic
Byredo Gypsy Water,Hugo Boss,157.48,12 hours,Moderate,Female,Formal
YSL Libre,Calvin Klein,304.82,9 hours,Strong,Male,Formal
Jo Malone Peony & Blush Suede,Marc Jacobs,247.58,6 hours,Moderate,Unisex,Romantic
Hugo Boss Bottled,Dior,375.12,6 hours,Moderate,Male,Luxury
Tom Ford Noir,Lancome,395.18,8 hours,Moderate,Male,Formal
Hugo Boss Bottled,Maison Francis Kurkdjian,97.0,12 hours,Moderate,Unisex,Formal
Versace Eros,Montblanc,242.36,10 hours,Soft,Unisex,Work
Creed Aventus,Calvin Klein,151.25,7 hours,Moderate,Female,Daily
YSL Libre,Creed,158.45,6 hours,Moderate,Unisex,Formal
Versace Eros,Marc Jacobs,183.05,9 hours,Strong,Male,Luxury
Jo Malone Peony & Blush Suede,Maison Francis Kurkdjian,178.48,10 hours,Moderate,Male,Party
Creed Aventus,Armani,318.54,6 hours,Moderate,Male,Daily
Marc Jacobs Daisy,Jo Malone,177.73,10 hours,Strong,Female,Formal
Creed Aventus,Burberry,364.48,10 hours,Strong,Female,Luxury
Armani Acqua di Gio,Dior,358.85,6 hours,Strong,Female,Party
YSL Libre,Hugo Boss,281.06,6 hours,Soft,Female,Party
Maison Francis Kurkdjian Baccarat Rouge 540,Yves Saint Laurent,276.8,7 hours,Soft,Male,Party
Gucci Bloom,Burberry,330.82,7 hours,Moderate,Female,Daily
Armani Acqua di Gio,Byredo,123.34,8 hours,Soft,Male,Romantic
Paco Rabanne 1 Million,Hugo Boss,121.32,12 hours,Moderate,Female,Summer
Dior Sauvage,Lancome,163.67,6 hours,Soft,Female,Work
Dior Sauvage,Lancome,391.36,7 hours,Soft,Unisex,Casual
Byredo Gypsy Water,Burberry,265.58,10 hours,Soft,Male,Evening
Prada Luna Rossa,Paco Rabanne,251.67,8 hours,Soft,Female,Evening
Calvin Klein Eternity,Maison Francis Kurkdjian,296.55,8 hours,Moderate,Male,Casual
Byredo Gypsy Water,Hugo Boss,246.96,10 hours,Strong,Female,Summer
Chanel No. 5,Chanel,378.47,7 hours,Soft,Male,Casual
Burberry Brit,Burberry,56.92,12 hours,Moderate,Female,Casual
Prada Luna Rossa,Marc Jacobs,292.36,6 hours,Moderate,Unisex,Luxury
Dolce & Gabbana Light Blue,Armani,70.58,6 hours,Strong,Female,Work
Byredo Gypsy Water,Yves Saint Laurent,57.82,7 hours,Moderate,Unisex,Work
Prada Luna Rossa,Gucci,288.45,7 hours,Moderate,Female,Formal
Gucci Bloom,Prada,50.66,12 hours,Moderate,Female,Romantic
Dior Sauvage,Chanel,362.99,7 hours,Moderate,Male,Party
Prada Luna Rossa,Prada,255.24,6 hours,Moderate,Male,Daily
YSL Libre,Maison Francis Kurkdjian,255.42,8 hours,Strong,Male,Special Occasion
Dior Sauvage,Hugo Boss,289.92,6 hours,Moderate,Male,Evening
Dolce & Gabbana Light Blue,Calvin Klein,396.61,6 hours,Moderate,Male,Daily
Paco Rabanne 1 Million,Chanel,372.63,10 hours,Moderate,Male,Special Occasion
Montblanc Legend,Marc Jacobs,79.17,6 hours,Strong,Male,Evening
Lancome La Vie Est Belle,Chanel,269.59,9 hours,Moderate,Unisex,Daily
Gucci Bloom,Paco Rabanne,165.14,7 hours,Strong,Unisex,Work
Tom Ford Noir,Yves Saint Laurent,388.29,7 hours,Moderate,Female,Work
Creed Aventus,Creed,78.94,10 hours,Soft,Unisex,Casual
Dolce & Gabbana Light Blue,Paco Rabanne,179.98,7 hours,Soft,Male,Work
Jo Malone Peony & Blush Suede,Paco Rabanne,202.88,10 hours,Moderate,Male,Work
Tom Ford Noir,Prada,116.16,12 hours,Moderate,Male,Special Occasion
Chanel No. 5,Paco Rabanne,169.11,12 hours,Soft,Male,Party
Versace Eros,Jo Malone,316.42,6 hours,Moderate,Unisex,Formal
Dior Sauvage,Gucci,238.14,10 hours,Strong,Unisex,Special Occasion
Burberry Brit,Calvin Klein,55.32,10 hours,Soft,Unisex,Work
Jo Malone Peony & Blush Suede,Tom Ford,272.56,8 hours,Strong,Unisex,Party
Versace Eros,Jo Malone,177.09,10 hours,Soft,Male,Daily
Creed Aventus,Creed,282.55,9 hours,Soft,Unisex,Party
Hugo Boss Bottled,Marc Jacobs,133.98,8 hours,Strong,Female,Party
Dolce & Gabbana Light Blue,Prada,220.36,6 hours,Moderate,Unisex,Special Occasion
Creed Aventus,Versace,143.07,12 hours,Moderate,Unisex,Summer
Prada Luna Rossa,Versace,342.69,8 hours,Moderate,Unisex,Evening
Burberry Brit,Maison Francis Kurkdjian,298.97,6 hours,Strong,Male,Party
Maison Francis Kurkdjian Baccarat Rouge 540,Paco Rabanne,225.45,8 hours,Soft,Unisex,Work
Byredo Gypsy Water,Hugo Boss,152.7,8 hours,Soft,Unisex,Luxury
Marc Jacobs Daisy,Montblanc,66.89,12 hours,Moderate,Female,Evening
Hugo Boss Bottled,Prada,88.22,7 hours,Strong,Male,Special Occasion
Armani Acqua di Gio,Versace,189.26,7 hours,Strong,Male,Evening
Armani Acqua di Gio,Creed,167.96,8 hours,Moderate,Female,Evening
Jo Malone Peony & Blush Suede,Marc Jacobs,288.09,10 hours,Moderate,Female,Formal
Versace Eros,Versace,145.11,6 hours,Strong,Female,Romantic
Byredo Gypsy Water,Lancome,276.55,12 hours,Soft,Male,Casual
Chanel No. 5,Armani,76.7,8 hours,Strong,Unisex,Daily
Calvin Klein Eternity,Montblanc,132.05,9 hours,Soft,Female,Formal
Prada Luna Rossa,Montblanc,305.81,12 hours,Soft,Unisex,Special Occasion
Creed Aventus,Calvin Klein,242.77,7 hours,Soft,Female,Romantic
Byredo Gypsy Water,Byredo,93.08,9 hours,Strong,Male,Party
Burberry Brit,Yves Saint Laurent,239.1,10 hours,Strong,Male,Formal
Burberry Brit,Versace,232.52,6 hours,Soft,Female,Summer
Armani Acqua di Gio,Armani,123.63,7 hours,Moderate,Unisex,Summer
Prada Luna Rossa,Burberry,188.95,6 hours,Moderate,Male,Daily
Montblanc Legend,Burberry,376.05,10 hours,Moderate,Male,Formal
Gucci Bloom,Maison Francis Kurkdjian,86.55,6 hours,Soft,Male,Special Occasion
Tom Ford Noir,Calvin Klein,366.69,10 hours,Soft,Female,Special Occasion
Hugo Boss Bottled,Calvin Klein,210.06,7 hours,Soft,Male,Daily
Tom Ford Noir,Dior,200.46,9 hours,Strong,Unisex,Evening
Prada Luna Rossa,Burberry,270.89,9 hours,Moderate,Male,Work
Prada Luna Rossa,Prada,109.79,7 hours,Moderate,Unisex,Casual
Chanel No. 5,Dolce & Gabbana,325.9,12 hours,Strong,Male,Special Occasion
Tom Ford Noir,Prada,187.22,6 hours,Strong,Unisex,Party
Versace Eros,Versace,214.76,7 hours,Strong,Male,Evening
Chanel No. 5,Byredo,153.63,10 hours,Soft,Unisex,Evening
Jo Malone Peony & Blush Suede,Marc Jacobs,321.15,12 hours,Moderate,Male,Work
Maison Francis Kurkdjian Baccarat Rouge 540,Jo Malone,277.54,6 hours,Soft,Male,Luxury
Burberry Brit,Jo Malone,50.88,7 hours,Soft,Unisex,Casual
Maison Francis Kurkdjian Baccarat Rouge 540,Tom Ford,331.14,9 hours,Soft,Female,Work
Creed Aventus,Lancome,75.84,10 hours,Moderate,Female,Party
Byredo Gypsy Water,Marc Jacobs,70.75,7 hours,Moderate,Female,Formal
Paco Rabanne 1 Million,Paco Rabanne,290.07,12 hours,Moderate,Unisex,Special Occasion
Jo Malone Peony & Blush Suede,Chanel,136.97,10 hours,Moderate,Female,Party
Chanel No. 5,Armani,223.43,12 hours,Moderate,Female,Work
Tom Ford Noir,Marc Jacobs,282.92,9 hours,Strong,Female,Summer
Hugo Boss Bottled,Calvin Klein,373.24,12 hours,Soft,Male,Party
Tom Ford Noir,Versace,306.21,9 hours,Soft,Female,Work
Lancome La Vie Est Belle,Yves Saint Laurent,161.18,10 hours,Soft,Female,Party
Creed Aventus,Montblanc,198.46,6 hours,Strong,Male,Evening
Maison Francis Kurkdjian Baccarat Rouge 540,Yves Saint Laurent,291.94,12 hours,Soft,Male,Daily
YSL Libre,Lancome,206.95,9 hours,Moderate,Female,Work
Gucci Bloom,Montblanc,342.42,12 hours,Soft,Female,Casual
Chanel No. 5,Yves Saint Laurent,363.48,9 hours,Strong,Female,Summer
Chanel No. 5,Byredo,261.65,9 hours,Strong,Unisex,Romantic
Burberry Brit,Tom Ford,66.39,8 hours,Moderate,Female,Summer
Burberry Brit,Maison Francis Kurkdjian,175.43,8 hours,Strong,Female,Special Occasion
Jo Malone Peony & Blush Suede,Byredo,67.64,7 hours,Soft,Male,Party
Dior Sauvage,Yves Saint Laurent,368.87,12 hours,Soft,Male,Party
Jo Malone Peony & Blush Suede,Paco Rabanne,373.94,12 hours,Soft,Female,Luxury
Dior Sauvage,Prada,325.13,7 hours,Moderate,Male,Romantic
Hugo Boss Bottled,Creed,71.43,7 hours,Strong,Unisex,Daily
Versace Eros,Paco Rabanne,303.35,9 hours,Moderate,Unisex,Romantic
Tom Ford Noir,Burberry,399.06,12 hours,Soft,Unisex,Luxury
Armani Acqua di Gio,Dolce & Gabbana,57.72,8 hours,Strong,Male,Daily
Chanel No. 5,Dolce & Gabbana,356.54,8 hours,Soft,Unisex,Summer
Jo Malone Peony & Blush Suede,Lancome,229.36,6 hours,Strong,Male,Casual
Dolce & Gabbana Light Blue,Chanel,384.48,10 hours,Soft,Unisex,Party
Hugo Boss Bottled,Dior,376.52,9 hours,Moderate,Female,Work
Tom Ford Noir,Maison Francis Kurkdjian,115.64,12 hours,Strong,Female,Casual
Chanel No. 5,Jo Malone,279.27,6 hours,Soft,Female,Special Occasion
Tom Ford Noir,Marc Jacobs,116.52,10 hours,Soft,Male,Party
Tom Ford Noir,Calvin Klein,349.93,12 hours,Moderate,Female,Formal
Dior Sauvage,Jo Malone,99.43,9 hours,Moderate,Unisex,Summer
Jo Malone Peony & Blush Suede,Paco Rabanne,266.12,8 hours,Soft,Male,Summer
Lancome La Vie Est Belle,Creed,96.06,10 hours,Soft,Female,Summer
Prada Luna Rossa,Hugo Boss,323.4,7 hours,Soft,Male,Casual
Prada Luna Rossa,Chanel,144.25,8 hours,Moderate,Male,Special Occasion
YSL Libre,Creed,86.0,6 hours,Moderate,Male,Luxury
Marc Jacobs Daisy,Chanel,55.5,9 hours,Moderate,Male,Romantic
Maison Francis Kurkdjian Baccarat Rouge 540,Hugo Boss,86.43,12 hours,Soft,Male,Romantic
Montblanc Legend,Burberry,139.68,10 hours,Soft,Male,Romantic
Burberry Brit,Yves Saint Laurent,60.11,10 hours,Moderate,Unisex,Special Occasion
Calvin Klein Eternity,Lancome,363.71,6 hours,Strong,Female,Special Occasion
Dior Sauvage,Armani,162.99,6 hours,Soft,Unisex,Luxury
Montblanc Legend,Byredo,222.39,12 hours,Strong,Unisex,Evening
Jo Malone Peony & Blush Suede,Armani,54.71,9 hours,Strong,Male,Party
Dolce & Gabbana Light Blue,Calvin Klein,189.56,7 hours,Soft,Female,Work
Dior Sauvage,Tom Ford,123.36,7 hours,Strong,Unisex,Daily
Creed Aventus,Maison Francis Kurkdjian,210.41,9 hours,Moderate,Unisex,Luxury
Marc Jacobs Daisy,Gucci,137.06,9 hours,Soft,Unisex,Daily
Chanel No. 5,Marc Jacobs,149.28,7 hours,Soft,Female,Evening
Gucci Bloom,Lancome,262.02,7 hours,Moderate,Male,Special Occasion
Prada Luna Rossa,Prada,280.74,6 hours,Strong,Unisex,Summer
Paco Rabanne 1 Million,Dolce & Gabbana,184.29,12 hours,Strong,Male,Work
Versace Eros,Maison Francis Kurkdjian,363.88,12 hours,Soft,Female,Formal
YSL Libre,Tom Ford,207.38,6 hours,Strong,Female,Romantic
Prada Luna Rossa,Prada,136.15,7 hours,Soft,Unisex,Party
YSL Libre,Gucci,336.13,10 hours,Soft,Unisex,Formal
Jo Malone Peony & Blush Suede,Dolce & Gabbana,110.85,10 hours,Strong,Female,Casual
YSL Libre,Hugo Boss,365.16,10 hours,Soft,Unisex,Luxury
Lancome La Vie Est Belle,Armani,308.34,7 hours,Strong,Male,Special Occasion
Jo Malone Peony & Blush Suede,Yves Saint Laurent,90.46,7 hours,Moderate,Unisex,Formal
Versace Eros,Marc Jacobs,150.37,10 hours,Soft,Male,Special Occasion
Dolce & Gabbana Light Blue,Chanel,218.57,7 hours,Moderate,Female,Work
Versace Eros,Dolce & Gabbana,97.77,8 hours,Moderate,Female,Special Occasion
Creed Aventus,Hugo Boss,288.61,7 hours,Moderate,Male,Evening
Hugo Boss Bottled,Paco Rabanne,266.05,8 hours,Strong,Male,Casual
Gucci Bloom,Gucci,168.89,12 hours,Moderate,Female,Work
Versace Eros,Paco Rabanne,320.05,8 hours,Moderate,Unisex,Daily
Dior Sauvage,Calvin Klein,239.52,12 hours,Soft,Unisex,Work
Dior Sauvage,Tom Ford,182.63,10 hours,Soft,Unisex,Work
Marc Jacobs Daisy,Hugo Boss,154.61,7 hours,Strong,Male,Work
Dolce & Gabbana Light Blue,Maison Francis Kurkdjian,184.49,7 hours,Strong,Male,Summer
Byredo Gypsy Water,Yves Saint Laurent,113.08,6 hours,Moderate,Male,Formal
Armani Acqua di Gio,Versace,136.78,7 hours,Strong,Female,Daily
Byredo Gypsy Water,Marc Jacobs,211.27,8 hours,Soft,Male,Party
Burberry Brit,Calvin Klein,345.55,9 hours,Moderate,Unisex,Special Occasion
Gucci Bloom,Jo Malone,82.26,6 hours,Strong,Unisex,Romantic
Dolce & Gabbana Light Blue,Versace,181.71,10 hours,Strong,Male,Romantic
Chanel No. 5,Montblanc,106.4,9 hours,Strong,Female,Special Occasion
Prada Luna Rossa,Maison Francis Kurkdjian,203.98,7 hours,Soft,Unisex,Casual
Prada Luna Rossa,Montblanc,74.63,12 hours,Soft,Male,Evening
Prada Luna Rossa,Montblanc,199.17,6 hours,Moderate,Female,Luxury
Hugo Boss Bottled,Versace,309.29,7 hours,Strong,Female,Casual
Burberry Brit,Lancome,188.05,6 hours,Moderate,Female,Summer
Armani Acqua di Gio,Maison Francis Kurkdjian,108.29,7 hours,Soft,Unisex,Work
Burberry Brit,Montblanc,265.15,6 hours,Soft,Female,Summer
Prada Luna Rossa,Dolce & Gabbana,389.97,8 hours,Soft,Male,Luxury
Lancome La Vie Est Belle,Armani,131.23,7 hours,Strong,Male,Formal
Chanel No. 5,Hugo Boss,160.46,8 hours,Soft,Female,Party
Armani Acqua di Gio,Maison Francis Kurkdjian,382.09,8 hours,Soft,Female,Party
Dolce & Gabbana Light Blue,Yves Saint Laurent,334.67,7 hours,Soft,Unisex,Party
Armani Acqua di Gio,Creed,393.29,6 hours,Soft,Male,Summer
Jo Malone Peony & Blush Suede,Armani,380.44,7 hours,Strong,Female,Party
Marc Jacobs Daisy,Jo Malone,206.01,9 hours,Moderate,Unisex,Casual
Creed Aventus,Maison Francis Kurkdjian,315.76,10 hours,Moderate,Male,Luxury
Dior Sauvage,Yves Saint Laurent,71.76,8 hours,Strong,Male,Formal
Dolce & Gabbana Light Blue,Calvin Klein,84.28,12 hours,Strong,Unisex,Party
Calvin Klein Eternity,Marc Jacobs,254.47,9 hours,Moderate,Unisex,Evening
Montblanc Legend,Dolce & Gabbana,200.97,7 hours,Strong,Unisex,Special Occasion
Marc Jacobs Daisy,Byredo,398.03,8 hours,Strong,Female,Special Occasion
Versace Eros,Versace,153.0,10 hours,Moderate,Unisex,Luxury
Burberry Brit,Dolce & Gabbana,118.53,7 hours,Soft,Male,Formal
Dolce & Gabbana Light Blue,Dior,169.87,6 hours,Moderate,Unisex,Romantic
Hugo Boss Bottled,Marc Jacobs,142.29,10 hours,Strong,Unisex,Party
Maison Francis Kurkdjian Baccarat Rouge 540,Tom Ford,201.37,9 hours,Strong,Unisex,Daily
Armani Acqua di Gio,Prada,304.92,9 hours,Strong,Unisex,Daily
Burberry Brit,Byredo,98.97,8 hours,Moderate,Unisex,Casual
Dior Sauvage,Maison Francis Kurkdjian,140.31,9 hours,Soft,Male,Casual
Prada Luna Rossa,Calvin Klein,229.51,9 hours,Moderate,Female,Casual
Byredo Gypsy Water,Dolce & Gabbana,88.56,8 hours,Soft,Unisex,Party
Dior Sauvage,Prada,374.16,6 hours,Soft,Female,Luxury
Dior Sauvage,Jo Malone,327.4,7 hours,Strong,Unisex,Romantic
Jo Malone Peony & Blush Suede,Armani,394.52,9 hours,Strong,Female,Romantic
Marc Jacobs Daisy,Lancome,303.83,9 hours,Strong,Female,Luxury
Paco Rabanne 1 Million,Marc Jacobs,208.95,7 hours,Soft,Female,Romantic
Creed Aventus,Calvin Klein,175.24,9 hours,Soft,Unisex,Casual
YSL Libre,Calvin Klein,71.74,10 hours,Moderate,Female,Special Occasion
Byredo Gypsy Water,Yves Saint Laurent,320.53,9 hours,Moderate,Female,Casual
Gucci Bloom,Prada,375.54,7 hours,Moderate,Female,Party
Prada Luna Rossa,Prada,222.43,8 hours,Strong,Female,Evening
Creed Aventus,Dolce & Gabbana,54.82,10 hours,Moderate,Male,Casual
Gucci Bloom,Maison Francis Kurkdjian,294.37,10 hours,Soft,Male,Romantic
Burberry Brit,Prada,326.24,7 hours,Moderate,Female,Summer
Paco Rabanne 1 Million,Lancome,55.1,12 hours,Strong,Unisex,Romantic
Creed Aventus,Tom Ford,293.04,12 hours,Strong,Female,Formal
Jo Malone Peony & Blush Suede,Calvin Klein,163.54,6 hours,Strong,Unisex,Work
Dior Sauvage,Paco Rabanne,97.35,10 hours,Soft,Male,Casual
Chanel No. 5,Byredo,364.34,7 hours,Moderate,Male,Luxury
